equipment_id,equipment_type,location,install_date,last_service_date,next_scheduled_service,age_days,runtime_hours,temperature,vibration_level,power_consumption_kw,humidity_level,error_codes_count,manual_override,downtime_last_30d,service_priority,failure_within_7_days
ce217d54-38fd-4aee-9316-04d97bbeb59f,HVAC,Building C,2021-06-20,2022-06-26,2022-08-21,1518,5224.09,75.13,3.15,16.13,88.16,3,1,1.98,Medium,0
fd434a14-9f3a-4829-a49f-1ca488116759,Pump,Warehouse 2,2023-08-16,2025-05-26,2025-08-24,731,5872.32,76.83,6.28,15.96,46.64,0,0,1.25,High,0
707e8f5f-363a-4b8c-82c1-0108f9144a21,Elevator,Warehouse 1,2020-09-22,2024-04-10,2024-08-03,1789,6032.6,56.9,0.13,21.81,78.83,1,1,4.84,Medium,0
84dd2a74-a975-4ce6-9a13-5ad98124fe85,Elevator,Building C,2021-04-06,2024-04-06,2024-08-11,1593,5741.96,89.77,4.05,19.34,81.96,0,0,0.05,Medium,0
53ad772b-2f51-40f3-a267-defa1ebe23ab,Elevator,Building B,2023-11-22,2024-08-25,2024-12-11,633,6179.44,70.31,0.43,26.77,88.19,3,0,0.64,Low,0
cf0541ed-f6cd-400e-88ea-7a07d7a77b8e,Elevator,Warehouse 1,2021-12-09,2025-01-19,2025-04-30,1346,5005.24,75.47,2.32,23.11,57.03,0,1,6.16,Medium,0
3ea3d7c5-b15b-4654-8913-7ddd0b92937d,Pump,Warehouse 2,2021-12-13,2022-01-18,2022-04-24,1342,3631.41,80.35,4.59,27.71,51.49,0,0,2.23,Low,0
c50e1bf7-45d6-433d-bfab-44dbe9c5caac,Generator,Building A,2021-01-22,2023-01-03,2023-04-23,1667,6551.15,76.16,4.77,20.34,63.11,2,1,0.29,Medium,0
5eaf0a8e-3f85-408d-9a77-ad387f5cbb27,Boiler,Building A,2022-03-02,2024-02-11,2024-05-16,1263,6489.05,83.78,2.35,18.29,30.87,1,0,1.0,Medium,0
13396ccf-df51-41af-9645-36f6dbfec2b9,HVAC,Warehouse 2,2024-04-29,2024-12-24,2025-03-14,474,5886.06,73.63,3.3,9.15,77.02,2,1,5.97,Low,0
791fcd8e-4c7e-472c-afe0-9ec8e33e3094,Generator,Warehouse 2,2021-11-18,2024-12-26,2025-04-11,1367,3296.62,74.44,3.58,19.84,59.56,1,1,0.55,Medium,0
510297e0-b0c9-45b3-81eb-5a82aa7b6a06,Generator,Warehouse 1,2023-06-01,2024-08-05,2024-10-23,807,5366.6,65.6,2.23,14.7,83.81,2,1,0.43,Medium,0
db470bac-73cd-4a41-bdac-f55f6bbe9cc3,Pump,Building B,2023-02-02,2023-10-30,2024-04-17,926,4184.5,69.41,0.85,19.04,51.86,2,0,3.21,Low,0
98c9eaed-eced-4c54-9e96-5143585fc230,Elevator,Warehouse 1,2023-10-08,2024-11-04,2025-02-24,678,4300.27,77.14,2.83,18.9,78.37,1,1,0.47,Low,0
35c50418-9689-4060-87d9-b07405cdfc5c,Elevator,Warehouse 2,2022-07-09,2025-03-30,2025-06-11,1134,4724.95,51.98,0.73,26.83,57.75,1,0,0.58,Low,0
e048e377-adb7-4749-8aac-f6ebfa1c75a9,Boiler,Building C,2020-12-31,2025-04-28,2025-07-27,1689,5576.56,78.11,7.62,25.6,36.43,2,1,0.63,Low,0
0033bc90-8eda-429a-82d6-c5f88ada110a,Elevator,Building B,2020-09-22,2021-11-27,2022-04-27,1789,4813.09,74.52,1.41,16.73,49.65,0,0,4.42,Low,0
477328e1-7aea-40c9-a192-47d525d52c1e,Boiler,Building B,2023-07-02,2024-04-13,2024-08-23,776,6687.14,83.82,2.99,27.4,35.22,3,0,0.27,Low,0
8f05cf46-9f8a-4f79-bd61-1f2d675a69c2,HVAC,Building A,2023-09-27,2024-02-18,2024-07-29,689,4124.38,61.17,4.39,29.55,51.37,2,1,0.21,Low,0
50a15b81-b60d-4bce-a72c-7a76782d4d1b,Elevator,Building A,2022-06-14,2024-12-05,2025-05-19,1159,4541.89,68.74,2.43,17.93,47.11,0,1,4.54,High,0
7afd5491-0299-46eb-ae2d-6f21af43725d,Pump,Warehouse 2,2023-11-20,2025-05-13,2025-09-29,635,5048.52,66.69,3.41,19.75,36.72,4,1,0.37,Medium,0
b8700e62-28f8-4e5f-89a6-15bf759cd3d0,Pump,Warehouse 1,2021-08-30,2022-08-15,2022-11-23,1447,5528.32,77.08,6.06,28.1,46.8,1,1,0.78,Medium,0
d2272b9f-86b5-4f4d-a505-119ca4aea469,Generator,Warehouse 1,2020-12-08,2022-04-03,2022-07-11,1712,5279.76,47.59,2.31,18.47,66.64,1,1,0.34,Low,0
7bfaeb91-8580-417a-ba18-c672ca768419,Boiler,Building A,2021-03-07,2022-03-10,2022-05-18,1623,7783.78,58.89,2.78,17.96,38.06,0,0,9.2,Low,0
cd7fb889-1706-405c-b302-4cdd4dc04968,Pump,Building C,2022-10-18,2023-12-09,2024-02-29,1033,6006.29,69.23,4.25,14.35,75.61,2,1,0.86,Low,0
eca20416-1ba8-4456-86ad-18bc744a6a8f,Boiler,Building A,2024-01-20,2025-03-11,2025-07-16,574,5169.73,75.89,3.73,27.9,80.51,0,1,3.17,Low,0
88faf8aa-a8bf-4118-8b44-71e4a4fd63ed,Generator,Building C,2023-08-22,2025-04-06,2025-08-21,725,4512.39,70.67,3.59,17.9,69.91,1,0,4.19,Low,0
25ca9248-c7cb-45ba-ae56-5a1732ee336c,Generator,Warehouse 1,2022-07-27,2023-09-22,2024-02-02,1116,6201.21,70.92,-0.06,14.96,57.76,2,0,0.53,Medium,0
32f245b4-2962-4fbc-b227-b35f7cda8bef,Elevator,Warehouse 2,2022-10-06,2025-04-13,2025-10-04,1045,4760.82,83.23,4.34,20.48,67.45,0,0,5.62,Low,0
2ffc2fb0-42a9-4e21-9056-552fb4264310,Pump,Building B,2024-02-04,2024-05-10,2024-08-14,559,3521.41,86.44,3.51,17.92,67.2,3,1,0.75,Low,1
5e7a209c-9823-4394-914f-4b7c76f551b8,Pump,Building C,2021-12-23,2025-02-10,2025-05-22,1332,5830.34,66.44,3.11,17.61,75.75,3,1,3.75,Low,0
a44e374d-8283-4235-bc0a-f8fb0aed8d6c,HVAC,Warehouse 1,2020-09-14,2023-04-25,2023-08-22,1797,4730.13,65.21,2.33,21.89,43.76,4,0,0.58,Medium,0
60d7ab4a-3b4b-488b-b522-bfdb0705b409,HVAC,Building A,2024-06-03,2024-08-23,2024-09-27,439,3941.61,69.87,3.26,24.18,54.05,2,0,1.76,Low,0
bbd169d5-feba-47a4-923c-ee8b6789d1a5,Pump,Building A,2022-11-18,2023-06-18,2023-09-21,1002,7445.75,76.29,3.16,23.63,71.8,2,1,1.72,Low,0
2b470298-a6b8-4d43-b543-1daf980c958f,Boiler,Building A,2023-09-26,2024-01-12,2024-04-30,690,3658.55,93.87,3.28,20.5,85.53,1,0,8.38,Low,0
55429c9f-be39-42fb-8b61-0f70c3c51ab7,Generator,Warehouse 2,2023-05-03,2025-06-13,2025-10-22,836,7538.69,80.24,2.12,19.33,50.11,1,0,0.81,Low,0
7532fb86-ccb6-473e-865e-34584b601c8b,Elevator,Building A,2023-06-01,2024-01-21,2024-03-21,807,5852.25,51.79,2.66,23.14,50.82,2,0,1.2,Low,0
b97e3416-6d72-4c4f-998f-e417e800232f,Pump,Building C,2020-11-26,2023-11-28,2023-12-31,1724,4754.26,72.27,-1.05,19.73,84.89,1,1,2.0,Medium,0
19eedfd8-9f4f-4789-adc5-aef2932af553,HVAC,Warehouse 1,2024-06-20,2025-02-24,2025-07-21,422,4731.11,63.93,6.86,20.3,34.02,1,0,4.57,Low,0
00993d7b-2e7a-4057-b459-a4d283dde110,Boiler,Building C,2023-02-02,2025-05-06,2025-10-06,926,4426.34,69.53,2.95,17.28,63.89,0,1,2.99,Low,0
87aecad0-2a29-451f-86d5-5f4f350e16e6,Boiler,Building C,2021-11-30,2022-10-21,2022-12-12,1355,6388.58,48.41,-0.12,13.8,63.58,0,1,0.4,Medium,0
6320f2a5-476c-4328-a916-d5fcaf990f84,Elevator,Warehouse 1,2022-11-27,2024-08-31,2024-12-25,993,3592.49,67.22,1.33,28.76,31.52,0,0,2.52,Low,0
8ab37a2e-d61c-4c12-a7be-a2c1f654ad48,Generator,Building B,2022-07-30,2023-08-18,2023-11-22,1113,4910.78,75.3,1.94,16.36,70.31,0,1,0.22,Low,0
a4fed80d-a5ee-47a7-88af-1b7ed2533173,Boiler,Building C,2022-11-06,2024-03-28,2024-06-14,1014,4475.48,79.89,1.17,23.56,35.97,1,0,3.87,Low,0
6c901848-c3ac-4c7a-879f-19a7e9d7bc6b,Pump,Warehouse 1,2022-11-05,2023-06-30,2023-11-28,1015,4639.03,86.59,1.38,23.08,47.59,1,1,0.18,Low,0
316ca70f-5797-41c2-8329-198ea1264b0a,HVAC,Building A,2021-10-21,2023-04-26,2023-07-27,1395,5326.13,62.49,4.39,19.08,79.05,1,1,0.96,Medium,0
baad6cce-d74a-4b35-914a-0c770d1b4773,Generator,Warehouse 1,2022-11-03,2023-10-08,2024-03-26,1017,3443.37,81.06,1.08,28.77,63.12,1,1,5.93,Low,0
a74435c6-7b28-4c8c-91c9-c0c5189e9d9a,Pump,Building C,2021-11-08,2022-09-14,2022-12-02,1377,4455.08,78.99,2.94,25.52,83.67,2,1,0.63,Low,0
cb3ee0d5-14b7-4568-9598-cff694201720,Boiler,Building B,2021-05-24,2024-06-16,2024-09-24,1545,7155.24,81.72,2.07,17.91,80.1,2,1,0.64,High,0
63da4b37-c99e-4600-b141-d9f762b0a77d,Elevator,Building C,2021-07-15,2022-04-03,2022-05-06,1493,5195.85,65.22,3.61,11.49,69.09,1,0,0.02,Low,0
15a7fba3-90e6-47c3-9f4d-fc9780b9526d,HVAC,Warehouse 2,2021-10-17,2025-05-01,2025-10-03,1399,5256.03,84.83,5.5,25.07,40.52,2,0,1.46,Medium,0
8a2bf6e7-cffb-41df-ba0a-899625d5af1a,Boiler,Building C,2022-07-03,2023-11-04,2024-01-20,1140,4651.99,76.99,0.85,22.91,53.36,1,0,2.54,Low,0
b56a77c6-ce38-47ea-9553-40974a270147,Pump,Building A,2023-11-30,2024-07-25,2024-09-11,625,5573.97,57.46,6.12,18.48,86.21,1,0,0.06,Low,0
a5e62162-98c7-4f96-864c-5f7f803b0d6c,Boiler,Building C,2020-12-19,2022-02-07,2022-07-29,1701,5607.57,59.81,2.99,16.71,65.81,2,1,0.16,Medium,0
dfa738a8-2f1e-458a-83a0-7c4e202ba4a1,Boiler,Building B,2023-09-23,2024-06-01,2024-10-22,693,4965.01,92.71,2.06,29.06,44.78,3,1,1.78,Medium,1
4815e1f2-fb84-453d-a668-fe36161d5dc5,Pump,Building C,2022-11-25,2023-01-22,2023-03-18,995,4272.86,72.52,2.89,23.1,41.11,4,0,2.36,Medium,0
da576767-f0d3-46d6-a9e8-302f01306010,Generator,Building A,2021-04-03,2021-12-31,2022-02-18,1596,4546.26,81.33,0.71,19.71,89.26,1,0,2.45,Low,0
6a1ccc89-9100-4e5a-a920-3e2f50adfe5c,Pump,Warehouse 2,2022-07-04,2022-08-09,2022-11-20,1139,5818.48,76.34,3.67,18.93,88.26,4,1,3.53,Medium,0
f5741996-b55a-43fb-9efd-31760fd693cb,Pump,Building A,2023-05-18,2025-05-18,2025-11-14,821,5096.12,70.38,2.35,18.45,34.62,2,0,0.14,Low,0
68a6167d-4384-4184-9dc9-643b59c04318,Boiler,Building B,2023-03-20,2025-04-30,2025-07-05,880,5412.57,55.7,2.02,25.22,67.55,2,0,0.05,Low,0
cf6eb82c-f947-4f50-a4d3-61b893bfd721,Generator,Warehouse 2,2023-08-15,2024-09-18,2024-12-30,732,5082.28,85.65,2.22,27.05,58.79,4,1,1.09,Low,1
9096990f-cb60-44ef-a362-46bf05b24267,Generator,Warehouse 1,2024-05-24,2024-12-20,2025-05-25,449,4127.37,82.94,2.55,15.98,47.23,1,1,0.09,Low,0
8bcc6177-be67-4b6e-b8ac-45345d7e1ed3,HVAC,Warehouse 1,2023-07-25,2024-10-03,2024-11-08,753,3066.32,62.93,1.39,23.41,87.0,1,0,1.08,Low,0
766b179c-4eff-4c66-abc1-1324ff982696,Boiler,Warehouse 2,2024-06-05,2025-07-17,2025-10-23,437,7309.72,68.36,4.75,28.11,60.76,1,0,0.5,Medium,0
89ffc293-b83b-41c9-9c3d-6b72df5f75c7,Elevator,Warehouse 1,2022-09-14,2023-12-17,2024-03-27,1067,5555.38,68.77,2.26,19.16,88.15,3,0,1.01,High,0
48cf2715-8978-409b-bf29-a371043ab7ae,Pump,Warehouse 1,2024-07-02,2024-12-28,2025-05-11,410,5795.91,85.49,3.52,18.12,43.47,1,1,1.8,Low,0
8470bb05-8dee-4dcc-8611-d704a6b780a3,HVAC,Building B,2021-12-11,2024-06-09,2024-09-20,1344,4159.89,76.65,2.46,22.92,37.77,5,1,0.18,Medium,0
36448035-5564-4a48-9fbb-6d446bc79ff7,Boiler,Building A,2022-06-12,2023-06-03,2023-09-23,1161,3251.45,62.43,4.33,15.25,59.75,0,0,0.5,High,0
29cb3513-a23e-4d6f-921c-d6567fff70d4,Pump,Warehouse 2,2023-12-04,2023-12-05,2024-05-21,621,4482.39,77.24,2.98,25.94,58.84,2,1,2.27,Low,0
76da8981-4a17-42ca-8a08-80c3b9be3875,Elevator,Warehouse 2,2022-01-27,2024-09-11,2025-02-01,1297,3360.6,79.63,3.36,21.53,69.51,5,0,1.93,Low,0
3b459d3a-619c-4d8e-bf19-3a42e03d889b,Boiler,Building B,2024-05-02,2024-11-11,2025-04-14,471,4350.81,79.81,2.44,15.83,74.61,0,0,3.41,Low,0
1405eab5-86ad-4b69-a119-78bc528538ca,Boiler,Building B,2023-06-19,2024-02-10,2024-03-14,789,5028.74,87.78,3.29,20.23,67.91,1,1,1.55,Low,0
13598c2e-ba58-4b94-b88a-a6454fcdff5c,HVAC,Warehouse 1,2024-05-31,2025-02-22,2025-05-02,442,4692.22,77.19,3.37,27.89,87.78,1,1,5.38,High,0
e560602c-9ce6-44d6-b3d8-4a08c59d11e2,Generator,Warehouse 2,2023-06-13,2024-04-26,2024-09-26,795,4553.57,76.94,4.61,14.87,34.04,1,1,1.94,Low,0
753577e8-4383-4838-97f5-bbc7d4465a05,Boiler,Building B,2022-02-28,2025-04-11,2025-09-18,1265,4441.08,78.77,5.35,19.67,71.0,1,0,11.7,Medium,0
5a27a33b-763f-49c8-bd87-f36acc904737,Generator,Warehouse 1,2021-12-26,2024-10-14,2025-01-20,1329,3551.99,53.01,3.66,17.49,71.62,0,0,0.17,Low,0
a58da792-445f-4d24-97cb-b793badd8f10,Generator,Warehouse 2,2022-12-12,2024-08-29,2024-11-05,978,6121.85,88.11,2.67,14.27,86.62,2,1,0.64,Low,0
b7b8a938-1b1f-4eb9-84ae-6220bb73e4d0,Generator,Building C,2022-11-01,2024-04-21,2024-09-14,1019,4954.41,77.43,2.64,21.76,42.79,0,1,2.11,Medium,0
d64b1747-41d6-4b82-9000-565c5ff65bbe,Elevator,Warehouse 2,2022-02-27,2025-01-20,2025-06-04,1266,5950.5,71.57,3.76,19.86,41.13,5,0,0.28,Low,0
cc57efdd-25f3-4ca9-92bf-adb7cf34e414,Pump,Warehouse 1,2022-03-04,2024-05-29,2024-08-05,1261,6249.2,79.91,1.45,19.75,37.51,2,1,1.35,High,0
b86224b4-291d-4fb7-b32c-136db8f8171d,Elevator,Warehouse 2,2024-06-26,2024-11-01,2024-12-26,416,5128.1,68.19,4.26,16.74,48.62,1,1,0.15,Low,0
09334a91-3b4d-4c9b-a5f4-0ed76966d47a,Pump,Building A,2023-07-08,2024-05-06,2024-07-14,770,4547.69,50.76,0.62,23.8,71.7,2,0,1.31,Low,0
3a39f7fe-20fa-4019-b092-a557ff888cdd,Generator,Building C,2023-02-13,2024-01-31,2024-03-21,915,4736.68,70.97,6.6,19.89,72.15,1,1,0.79,Medium,0
71513d14-f4d7-4e88-b79b-3a9ad558be57,Boiler,Warehouse 1,2024-06-10,2025-02-17,2025-07-21,432,4123.68,75.38,2.6,19.57,34.71,1,0,1.68,Medium,0
857f96de-23ae-41cf-af5e-82ee866fef5b,Elevator,Building C,2024-08-12,2025-04-22,2025-09-10,369,5988.88,81.23,2.26,17.78,36.27,2,0,5.5,Medium,0
1aebb6cf-eccb-4940-9cab-6181d7ff6e15,HVAC,Warehouse 1,2021-04-17,2022-07-26,2022-09-01,1582,5059.63,68.53,4.05,21.97,72.85,2,0,0.17,Low,0
e60acae5-655c-4b38-8a51-5986ca3c124a,HVAC,Building C,2022-01-22,2023-07-24,2023-10-24,1302,5114.53,84.5,2.7,26.59,68.61,2,1,0.12,Low,0
3c04ef78-38d5-49c0-bb2d-8766ff437d80,Elevator,Building B,2021-04-30,2023-11-24,2024-03-30,1569,4348.58,70.16,2.52,22.12,88.55,1,0,3.12,Low,0
0bf0de9b-a4d2-4dea-8ee7-d2e6e46b7ebe,Boiler,Building B,2021-07-22,2024-02-06,2024-07-02,1486,4975.65,96.42,5.59,22.18,43.71,3,1,2.28,Medium,1
ca4b4fb6-9f75-4a1e-906e-0c2a37bfd632,Pump,Building C,2023-05-03,2023-09-07,2024-01-28,836,4742.62,58.31,3.6,23.24,74.56,1,1,0.93,High,0
420cf288-a086-4df2-86cd-52d3f8af6a1a,Generator,Warehouse 1,2023-05-22,2024-05-15,2024-08-30,817,5224.45,85.47,5.53,17.71,59.2,3,0,1.79,High,1
d1233592-5e89-4107-a121-a8a29351aae8,Pump,Building A,2021-07-29,2023-11-05,2024-04-30,1479,6476.54,88.8,2.06,21.98,72.95,1,1,0.54,High,0
6babb1b0-151e-43ae-b070-616254d94bc9,Generator,Building A,2024-07-15,2025-03-13,2025-06-21,397,4974.45,86.73,3.82,18.15,56.72,1,0,1.8,Low,0
f4702105-c62a-4097-869e-9103137749ef,HVAC,Warehouse 2,2023-08-10,2025-03-21,2025-07-02,737,4637.56,63.8,1.06,25.8,76.41,0,0,7.0,Medium,0
d72b35f7-221a-4d67-9f13-be9f9b04f368,Generator,Building B,2023-03-04,2024-08-23,2024-10-27,896,3444.1,72.28,-0.14,21.27,79.73,1,0,1.92,High,0
2268f6ef-3768-44aa-8877-32729f878e9a,HVAC,Building C,2023-10-12,2023-11-02,2024-03-04,674,4161.61,80.21,4.27,26.11,58.48,4,0,0.24,Low,0
ad935fc6-8a94-4b8a-b2de-9ced77e241c4,Generator,Building C,2023-08-13,2023-12-15,2024-02-16,734,4928.4,74.63,4.09,20.26,32.36,0,1,1.2,Low,0
