equipment_id,equipment_type,location,install_date,last_service_date,next_scheduled_service,age_days,runtime_hours,temperature,vibration_level,power_consumption_kw,humidity_level,error_codes_count,manual_override,downtime_last_30d,service_priority,failure_within_7_days
f116f4c6-14b9-42e2-9eb1-94200c4283f8,Elevator,Warehouse 2,2022-08-07,2024-10-27,2024-12-24,1104,5257.55,74.26,0.12,19.87,47.09,0,0,1.88,Medium,0
ac12de5e-dbc1-4f27-a0de-bff4117935df,Pump,Warehouse 2,2020-11-17,2022-08-29,2023-01-25,1732,4340.82,75.04,3.72,18.7,44.37,0,1,1.34,High,0
d9cec206-57a2-472f-8655-b5e9cf12a76b,HVAC,Building A,2023-05-08,2024-07-11,2024-10-17,830,6142.82,82.52,4.19,15.45,52.07,2,1,0.19,Low,0
a49650ec-62c8-4a9c-8053-f04c49cb7c6e,Pump,Building B,2022-06-10,2025-05-25,2025-08-30,1162,4506.57,84.23,5.56,24.37,31.0,1,0,2.07,Low,0
67cb6a40-8c9c-4f8b-8e28-8784f2be51f1,HVAC,Building C,2023-12-28,2024-10-11,2024-12-30,596,5536.34,65.85,3.93,19.2,38.25,1,0,5.17,Low,0
0d87c814-8ad8-4891-acc1-19e9dae2c542,Elevator,Warehouse 2,2024-06-08,2025-06-15,2025-07-15,433,4643.25,80.56,4.57,22.63,63.31,1,1,0.2,Low,0
106f9500-f328-4d03-8721-a7bd97bff654,HVAC,Building C,2024-02-20,2025-04-21,2025-08-07,542,3559.96,86.91,4.95,15.66,83.83,3,0,0.35,Low,1
d0ab6669-44e6-4447-bdd6-e005912ef5d5,Boiler,Building A,2020-12-19,2023-03-11,2023-04-27,1700,5226.29,83.47,3.26,13.92,71.51,1,0,2.49,Low,0
4d78bdfa-8ada-4456-8b17-ffe395a37ede,Pump,Warehouse 2,2021-04-14,2023-07-13,2023-11-28,1584,4248.82,63.7,4.15,26.34,80.95,2,0,0.92,High,0
945a3b0f-18ae-44a6-a098-61350da3f291,Elevator,Building C,2022-03-22,2024-06-13,2024-10-16,1242,4110.49,66.84,2.88,21.71,83.52,3,1,1.36,Medium,0
80e37b26-9fb1-4d2d-8f01-210385b83d3d,Pump,Building A,2021-08-13,2021-11-13,2021-12-18,1463,5625.67,66.43,1.39,22.41,86.43,3,0,5.27,Low,0
64bfebe4-92ff-42d1-a0aa-4e0b0522e491,HVAC,Building A,2023-06-16,2023-07-31,2023-09-16,791,5473.24,74.27,1.73,12.43,81.07,1,0,1.63,Medium,0
151d17f1-b152-4f4a-8e31-881b5e294902,HVAC,Warehouse 2,2021-07-30,2024-03-24,2024-06-16,1477,5173.18,78.85,1.67,20.77,66.9,1,0,1.46,Medium,0
55908ccd-c868-4ce9-abe6-9281e6ed1d09,Boiler,Warehouse 2,2022-07-07,2024-11-20,2025-04-03,1135,5357.79,80.61,4.62,25.27,51.57,2,0,4.04,Low,0
a1052171-c138-4e99-b8f9-cfac26e5b280,Pump,Building C,2022-04-27,2023-10-28,2023-12-10,1206,5023.93,83.72,5.16,20.04,69.0,3,0,0.94,Low,1
c160c5ae-a32d-4526-b7fe-a01db47260d0,Generator,Building A,2021-08-14,2022-05-14,2022-10-05,1462,5165.02,66.44,2.94,17.33,62.56,1,0,0.06,Low,0
3dc41dc8-677e-4516-9d03-044f698810a4,Generator,Warehouse 1,2021-08-16,2025-03-28,2025-08-18,1460,4106.88,71.65,5.34,20.64,42.95,1,0,0.11,Low,0
4124de9e-0c8a-4773-b14e-59482301f258,Boiler,Building A,2024-07-01,2025-06-18,2025-09-16,410,7389.04,93.43,5.05,24.14,88.55,1,0,3.17,Low,1
13710204-a02b-4ae4-ba8a-4bc4c39d0068,Pump,Building B,2024-01-31,2025-05-25,2025-08-05,562,4555.5,58.31,1.84,28.31,40.4,0,1,0.58,Low,0
d1198f08-483a-436f-bd79-5c076ec770c7,Pump,Building C,2024-04-30,2025-04-12,2025-07-24,472,6765.45,79.05,1.11,24.59,87.29,3,1,0.57,Medium,0
e43416c4-9f33-4286-86c7-52e87f513cdc,Boiler,Warehouse 1,2021-03-30,2022-07-09,2022-08-22,1599,6266.91,67.92,3.67,23.87,58.45,0,0,1.35,Medium,0
0750bc09-91ca-40b8-bd40-c61d72b74f1b,HVAC,Building A,2022-12-17,2024-04-04,2024-09-16,972,3705.06,73.95,0.01,13.5,66.95,1,0,0.94,Low,0
b4ec1992-6a27-4cc4-bcd5-c27ea2864577,Boiler,Building A,2024-01-11,2024-02-18,2024-04-05,582,5058.51,98.48,3.61,24.55,39.78,0,0,2.06,Low,0
271b10aa-23e6-4301-9f35-c01cc52516e6,Boiler,Building B,2022-12-09,2023-01-16,2023-03-07,980,5069.8,71.15,3.17,23.31,53.29,2,1,5.68,Medium,0
8c94141b-8bfb-4623-bcab-1351e71b4b0e,Boiler,Warehouse 2,2021-11-21,2022-11-04,2023-02-22,1363,5439.33,73.92,2.27,21.04,49.14,1,0,3.37,Low,0
f876f2c2-4c98-4582-af2b-1cf36d25a8d1,Elevator,Building C,2022-06-15,2025-04-27,2025-06-14,1157,4377.76,71.45,4.43,27.26,82.65,2,0,0.39,Low,0
ca8bc39d-d346-4164-b0f7-550383efff4a,Boiler,Building A,2020-12-01,2021-11-26,2022-03-03,1718,5747.29,81.1,2.97,20.59,52.32,3,0,1.12,High,0
0ee570f9-2528-489c-9858-fe21abfaf878,HVAC,Building B,2022-02-07,2022-08-24,2023-02-09,1285,5825.42,83.14,4.96,20.11,49.2,2,1,4.72,Medium,0
7a7278ef-a9f0-4e8e-9dad-1187b51e57df,Boiler,Building A,2023-04-18,2024-07-16,2024-09-10,850,4728.96,68.87,5.87,25.33,56.91,1,0,2.23,Low,0
a41d75e5-2563-403b-b8b4-78dc1c7a0afd,HVAC,Warehouse 2,2021-03-31,2022-06-16,2022-09-07,1598,5770.68,81.67,1.95,19.96,62.97,2,1,0.25,Low,0
a6d71ff3-7e99-4ba3-8fc9-32107ebcc2e8,Generator,Warehouse 2,2022-07-30,2025-04-05,2025-05-18,1112,5412.93,69.36,1.77,21.22,35.05,1,0,3.45,Medium,0
3ff4d42e-dc3c-4a81-86ca-c4ddcde5ef9f,Generator,Building A,2020-08-21,2024-06-01,2024-09-06,1820,4528.96,77.32,0.83,12.96,78.77,4,0,3.0,Medium,0
08f78cc0-aab2-4e8c-a4fd-034955f1492b,Boiler,Warehouse 1,2022-11-13,2023-03-02,2023-05-09,1006,2962.92,90.7,2.55,19.98,58.12,0,0,0.25,Medium,0
4e660bd5-9786-4768-a7af-80c39206955b,Boiler,Warehouse 2,2021-03-20,2021-10-07,2022-01-23,1609,5322.72,66.73,3.78,27.66,87.73,1,1,4.06,Medium,0
ebadf297-9f42-4963-90b5-3c41e18ee07e,HVAC,Building C,2021-06-19,2022-06-25,2022-08-20,1518,5224.09,75.13,3.15,16.13,88.16,3,1,1.98,Medium,0
6352b29a-a87e-4666-93bf-7712b9015c20,Pump,Warehouse 2,2023-08-15,2025-05-25,2025-08-23,731,5872.32,76.83,6.28,15.96,46.64,0,0,1.25,High,0
fa92d63d-a128-4342-adb8-da306c18a1b5,Elevator,Warehouse 1,2020-09-21,2024-04-09,2024-08-02,1789,6032.6,56.9,0.13,21.81,78.83,1,1,4.84,Medium,0
6c3fc004-4bf7-4b4c-8111-272068addf8a,Elevator,Building C,2021-04-06,2024-04-06,2024-08-11,1592,5741.96,89.77,4.05,19.34,81.96,0,0,0.05,Medium,0
47e5a3ff-7877-4d5c-9dd6-6d433dc11fb8,Elevator,Building B,2023-11-21,2024-08-25,2024-12-11,633,6179.44,70.31,0.43,26.77,88.19,3,0,0.64,Low,0
cb943c19-abaf-453f-8b6c-2b26e801f9ff,Elevator,Warehouse 1,2021-12-08,2025-01-19,2025-04-30,1346,5005.24,75.47,2.32,23.11,57.03,0,1,6.16,Medium,0
9974459b-cea5-4868-b62c-cd58f02148ca,Pump,Warehouse 2,2021-12-13,2022-01-18,2022-04-24,1341,3631.41,80.35,4.59,27.71,51.49,0,0,2.23,Low,0
dc34c4a4-5fad-4767-b0f5-6233b5cdba71,Generator,Building A,2021-01-21,2023-01-03,2023-04-23,1667,6551.15,76.16,4.77,20.34,63.11,2,1,0.29,Medium,0
5e2a2071-22be-4d96-8bff-097fa5ed64c9,Boiler,Building A,2022-03-02,2024-02-11,2024-05-16,1262,6489.05,83.78,2.35,18.29,30.87,1,0,1.0,Medium,0
acabc543-32ea-4225-89e7-d567698d38a9,HVAC,Warehouse 2,2024-04-29,2024-12-24,2025-03-14,473,5886.06,73.63,3.3,9.15,77.02,2,1,5.97,Low,0
0cc7b2e7-8513-4bfc-bcee-1ef610cca6ae,Generator,Warehouse 2,2021-11-17,2024-12-25,2025-04-10,1367,3296.62,74.44,3.58,19.84,59.56,1,1,0.55,Medium,0
803320f0-3ded-4e81-9991-fe93a5724493,Generator,Warehouse 1,2023-05-31,2024-08-04,2024-10-22,807,5366.6,65.6,2.23,14.7,83.81,2,1,0.43,Medium,0
fdf38f00-6a58-4a4f-b957-9650ed526d8a,Pump,Building B,2023-02-01,2023-10-29,2024-04-16,926,4184.5,69.41,0.85,19.04,51.86,2,0,3.21,Low,0
ef8c45ef-2873-4821-9eaf-73e255729211,Elevator,Warehouse 1,2023-10-07,2024-11-03,2025-02-23,678,4300.27,77.14,2.83,18.9,78.37,1,1,0.47,Low,0
014c5e02-d9f9-42e5-bdd1-e5833b9c492f,Elevator,Warehouse 2,2022-07-08,2025-03-29,2025-06-10,1134,4724.95,51.98,0.73,26.83,57.75,1,0,0.58,Low,0
1a7cfd34-d716-4a38-9fae-19c33b096ab3,Boiler,Building C,2020-12-31,2025-04-28,2025-07-27,1688,5576.56,78.11,7.62,25.6,36.43,2,1,0.63,Low,0
44b35091-fa4c-4986-8336-7eef46cc315b,Elevator,Building B,2020-09-21,2021-11-26,2022-04-26,1789,4813.09,74.52,1.41,16.73,49.65,0,0,4.42,Low,0
6e0fb0b9-90d5-4853-ae58-dcb5d66d57b2,Boiler,Building B,2023-07-01,2024-04-13,2024-08-23,776,6687.14,83.82,2.99,27.4,35.22,3,0,0.27,Low,0
f31e83a5-4790-4fb7-8dea-98ec4ff7938f,HVAC,Building A,2023-09-27,2024-02-18,2024-07-29,688,4124.38,61.17,4.39,29.55,51.37,2,1,0.21,Low,0
ba9a9036-3f18-45ec-8f06-eb87bfc82326,Elevator,Building A,2022-06-14,2024-12-04,2025-05-18,1158,4541.89,68.74,2.43,17.93,47.11,0,1,4.54,High,0
50c70932-c6da-4886-9761-0d4b275df8ff,Pump,Warehouse 2,2023-11-19,2025-05-12,2025-09-28,635,5048.52,66.69,3.41,19.75,36.72,4,1,0.37,Medium,0
7370c798-2442-4adc-b893-236b370355cb,Pump,Warehouse 1,2021-08-30,2022-08-15,2022-11-23,1446,5528.32,77.08,6.06,28.1,46.8,1,1,0.78,Medium,0
d287b684-8a80-4343-a344-5b9ac270a76b,Generator,Warehouse 1,2020-12-07,2022-04-02,2022-07-10,1712,5279.76,47.59,2.31,18.47,66.64,1,1,0.34,Low,0
2c09fe26-26c1-4202-861a-a8390310798c,Boiler,Building A,2021-03-06,2022-03-10,2022-05-18,1623,7783.78,58.89,2.78,17.96,38.06,0,0,9.2,Low,0
7db6e6fb-d711-48da-87c4-2baa55feaa3b,Pump,Building C,2022-10-17,2023-12-08,2024-02-28,1033,6006.29,69.23,4.25,14.35,75.61,2,1,0.86,Low,0
27aa1001-07eb-4c62-b0d0-6c5db72bd668,Boiler,Building A,2024-01-19,2025-03-11,2025-07-16,574,5169.73,75.89,3.73,27.9,80.51,0,1,3.17,Low,0
ba131a6b-dfab-41a7-a31e-18dda56c1a7f,Generator,Building C,2023-08-21,2025-04-05,2025-08-20,725,4512.39,70.67,3.59,17.9,69.91,1,0,4.19,Low,0
92cb6ca5-28f7-4b88-b0f6-ca4c87dcd76b,Generator,Warehouse 1,2022-07-26,2023-09-21,2024-02-01,1116,6201.21,70.92,-0.06,14.96,57.76,2,0,0.53,Medium,0
0348b566-6636-4e26-874d-d725732965e6,Elevator,Warehouse 2,2022-10-05,2025-04-13,2025-10-04,1045,4760.82,83.23,4.34,20.48,67.45,0,0,5.62,Low,0
31756e9e-5e8c-495d-99f6-d82484127780,Pump,Building B,2024-02-03,2024-05-09,2024-08-13,559,3521.41,86.44,3.51,17.92,67.2,3,1,0.75,Low,1
29ce0855-2b3d-427d-adcd-de5f46f51bae,Pump,Building C,2021-12-22,2025-02-09,2025-05-21,1332,5830.34,66.44,3.11,17.61,75.75,3,1,3.75,Low,0
25cb48d1-b4ec-485b-b0e4-ab46c8eb74e6,HVAC,Warehouse 1,2020-09-13,2023-04-24,2023-08-21,1797,4730.13,65.21,2.33,21.89,43.76,4,0,0.58,Medium,0
60477cbc-5eef-4553-b6c0-678d576bd00b,HVAC,Building A,2024-06-03,2024-08-24,2024-09-28,438,3941.61,69.87,3.26,24.18,54.05,2,0,1.76,Low,0
f00cffbb-b8c9-475e-98f9-fed73650501f,Pump,Building A,2022-11-18,2023-06-18,2023-09-21,1001,7445.75,76.29,3.16,23.63,71.8,2,1,1.72,Low,0
9cde4826-42f7-4049-9553-f1abe5e653cc,Boiler,Building A,2023-09-26,2024-01-12,2024-04-30,689,3658.55,93.87,3.28,20.5,85.53,1,0,8.38,Low,0
45a63020-0048-4e31-b9cf-78f92607bb1d,Generator,Warehouse 2,2023-05-02,2025-06-12,2025-10-21,836,7538.69,80.24,2.12,19.33,50.11,1,0,0.81,Low,0
9902d806-0773-4ee2-a24d-ff68c3e01d1d,Elevator,Building A,2023-05-31,2024-01-20,2024-03-20,807,5852.25,51.79,2.66,23.14,50.82,2,0,1.2,Low,0
59b3e8fc-67c8-4d7c-80c3-687ef9168d27,Pump,Building C,2020-11-25,2023-11-27,2023-12-30,1724,4754.26,72.27,-1.05,19.73,84.89,1,1,2.0,Medium,0
5d194ea3-3b23-4733-93c6-e3d418c7c059,HVAC,Warehouse 1,2024-06-19,2025-02-23,2025-07-20,422,4731.11,63.93,6.86,20.3,34.02,1,0,4.57,Low,0
17982483-46f4-47ad-90ff-3feeb4948df7,Boiler,Building C,2023-02-01,2025-05-05,2025-10-05,926,4426.34,69.53,2.95,17.28,63.89,0,1,2.99,Low,0
f599b811-db55-4757-942f-82e3551580ed,Boiler,Building C,2021-11-30,2022-10-21,2022-12-12,1354,6388.58,48.41,-0.12,13.8,63.58,0,1,0.4,Medium,0
1c8da56f-dd40-4e8d-8029-c5e95fecc52c,Elevator,Warehouse 1,2022-11-26,2024-08-31,2024-12-25,993,3592.49,67.22,1.33,28.76,31.52,0,0,2.52,Low,0
2bc43970-4824-4715-89ef-8af62ec5081f,Generator,Building B,2022-07-29,2023-08-17,2023-11-21,1113,4910.78,75.3,1.94,16.36,70.31,0,1,0.22,Low,0
514f7936-d25b-48ea-a208-b201870c04bc,Boiler,Building C,2022-11-06,2024-03-28,2024-06-14,1013,4475.48,79.89,1.17,23.56,35.97,1,0,3.87,Low,0
bfc3874f-70ee-4c6a-8ea4-0dfe36d8a55b,Pump,Warehouse 1,2022-11-05,2023-06-30,2023-11-28,1014,4639.03,86.59,1.38,23.08,47.59,1,1,0.18,Low,0
517f1823-21ff-44bc-a492-f112b4112c3d,HVAC,Building A,2021-10-20,2023-04-25,2023-07-26,1395,5326.13,62.49,4.39,19.08,79.05,1,1,0.96,Medium,0
64a890c1-b5bb-436a-ae46-e3c3d464dc57,Generator,Warehouse 1,2022-11-02,2023-10-07,2024-03-25,1017,3443.37,81.06,1.08,28.77,63.12,1,1,5.93,Low,0
34d44813-bad9-4b40-b15a-d476af71a6eb,Pump,Building C,2021-11-07,2022-09-14,2022-12-02,1377,4455.08,78.99,2.94,25.52,83.67,2,1,0.63,Low,0
89ef6ede-29bb-4f1b-b3ac-73f74ae45af0,Boiler,Building B,2021-05-23,2024-06-15,2024-09-23,1545,7155.24,81.72,2.07,17.91,80.1,2,1,0.64,High,0
54c024b5-95eb-44fd-8606-6a66174b9865,Elevator,Building C,2021-07-14,2022-04-03,2022-05-06,1493,5195.85,65.22,3.61,11.49,69.09,1,0,0.02,Low,0
9597ffcf-ea54-4816-998b-254acbfe993b,HVAC,Warehouse 2,2021-10-17,2025-05-01,2025-10-03,1398,5256.03,84.83,5.5,25.07,40.52,2,0,1.46,Medium,0
a38d66ad-5a54-4df4-99ff-382dd940267d,Boiler,Building C,2022-07-02,2023-11-03,2024-01-19,1140,4651.99,76.99,0.85,22.91,53.36,1,0,2.54,Low,0
49f4f35f-4b44-44a8-8c3f-9bb970c6f03a,Pump,Building A,2023-11-29,2024-07-25,2024-09-11,625,5573.97,57.46,6.12,18.48,86.21,1,0,0.06,Low,0
f6270626-35b9-45c4-99e0-ea0f72b5fbb9,Boiler,Building C,2020-12-19,2022-02-07,2022-07-29,1700,5607.57,59.81,2.99,16.71,65.81,2,1,0.16,Medium,0
b2e6afb0-a5f8-4cb8-ade1-ea8c835865b0,Boiler,Building B,2023-09-23,2024-06-01,2024-10-22,692,4965.01,92.71,2.06,29.06,44.78,3,1,1.78,Medium,1
dc978fef-284a-47a2-b966-dfe3923c19ba,Pump,Building C,2022-11-24,2023-01-21,2023-03-17,995,4272.86,72.52,2.89,23.1,41.11,4,0,2.36,Medium,0
38ddc25d-100f-4c4f-8fd6-d7156ef5dd58,Generator,Building A,2021-04-02,2021-12-30,2022-02-17,1596,4546.26,81.33,0.71,19.71,89.26,1,0,2.45,Low,0
cbfb6164-8ba1-4749-858f-226915a3e2fc,Pump,Warehouse 2,2022-07-03,2022-08-08,2022-11-19,1139,5818.48,76.34,3.67,18.93,88.26,4,1,3.53,Medium,0
155b4201-a058-4a8e-9d31-4fa35600613e,Pump,Building A,2023-05-17,2025-05-17,2025-11-13,821,5096.12,70.38,2.35,18.45,34.62,2,0,0.14,Low,0
e7872d5a-f04e-4f95-a3c2-b590874b13bd,Boiler,Building B,2023-03-20,2025-04-29,2025-07-04,879,5412.57,55.7,2.02,25.22,67.55,2,0,0.05,Low,0
52e7a2fb-6dbd-4bdd-a6bc-1fe949c4d208,Generator,Warehouse 2,2023-08-15,2024-09-17,2024-12-29,731,5082.28,85.65,2.22,27.05,58.79,4,1,1.09,Low,1
7b3b6280-7a53-4634-b7d7-0a6ec64885fa,Generator,Warehouse 1,2024-05-23,2024-12-19,2025-05-24,449,4127.37,82.94,2.55,15.98,47.23,1,1,0.09,Low,0
7aefd44d-baf1-4604-aebe-76741d01be88,HVAC,Warehouse 1,2023-07-25,2024-10-03,2024-11-08,752,3066.32,62.93,1.39,23.41,87.0,1,0,1.08,Low,0
c79a8913-424c-4231-8d75-d29c5941cb99,Boiler,Warehouse 2,2024-06-04,2025-07-16,2025-10-22,437,7309.72,68.36,4.75,28.11,60.76,1,0,0.5,Medium,0
507c9a02-d0f9-48a5-bb5a-e00d63f7ee04,Elevator,Warehouse 1,2022-09-13,2023-12-16,2024-03-26,1067,5555.38,68.77,2.26,19.16,88.15,3,0,1.01,High,0
62577726-e384-4f80-9549-5a21e444e797,Pump,Warehouse 1,2024-07-01,2024-12-27,2025-05-10,410,5795.91,85.49,3.52,18.12,43.47,1,1,1.8,Low,0
2283f4ad-b80e-4a4b-941d-7f202fb7b93d,HVAC,Building B,2021-12-11,2024-06-09,2024-09-20,1343,4159.89,76.65,2.46,22.92,37.77,5,1,0.18,Medium,0
fca3e0b2-4eea-4062-901b-3ebb2b823d46,Boiler,Building A,2022-06-11,2023-06-02,2023-09-22,1161,3251.45,62.43,4.33,15.25,59.75,0,0,0.5,High,0
bca2004d-661c-4634-931d-aa4b700c1d67,Pump,Warehouse 2,2023-12-04,2023-12-05,2024-05-21,620,4482.39,77.24,2.98,25.94,58.84,2,1,2.27,Low,0
0e25ac5f-c49b-407f-999e-7e27e9b23b52,Elevator,Warehouse 2,2022-01-26,2024-09-11,2025-02-01,1297,3360.6,79.63,3.36,21.53,69.51,5,0,1.93,Low,0
9ecb5127-1894-4bee-a7c2-b03cc1262c69,Boiler,Building B,2024-05-02,2024-11-11,2025-04-14,470,4350.81,79.81,2.44,15.83,74.61,0,0,3.41,Low,0
b309bafe-8536-4281-8f1f-36809394a4ad,Boiler,Building B,2023-06-18,2024-02-09,2024-03-13,789,5028.74,87.78,3.29,20.23,67.91,1,1,1.55,Low,0
433fae5a-d82d-46d3-b698-70d037e82d7c,HVAC,Warehouse 1,2024-05-30,2025-02-21,2025-05-01,442,4692.22,77.19,3.37,27.89,87.78,1,1,5.38,High,0
42a8e88d-ff9e-40ea-b322-bba31d33ac47,Generator,Warehouse 2,2023-06-12,2024-04-25,2024-09-25,795,4553.57,76.94,4.61,14.87,34.04,1,1,1.94,Low,0
779f0db7-7bcf-4f25-b93a-5c2f555cbc15,Boiler,Building B,2022-02-27,2025-04-11,2025-09-18,1265,4441.08,78.77,5.35,19.67,71.0,1,0,11.7,Medium,0
0e5f52a1-1678-48cc-88fd-cbfcc21cf581,Generator,Warehouse 1,2021-12-25,2024-10-13,2025-01-19,1329,3551.99,53.01,3.66,17.49,71.62,0,0,0.17,Low,0
20b3b0b6-c536-4ea5-8e40-d425992cbb61,Generator,Warehouse 2,2022-12-11,2024-08-28,2024-11-04,978,6121.85,88.11,2.67,14.27,86.62,2,1,0.64,Low,0
2121e9e6-b49f-4208-b2a6-8051fc69d4ea,Generator,Building C,2022-10-31,2024-04-21,2024-09-14,1019,4954.41,77.43,2.64,21.76,42.79,0,1,2.11,Medium,0
8d8b6cf0-fbe9-45fc-8e71-52bcf00700c5,Elevator,Warehouse 2,2022-02-26,2025-01-19,2025-06-03,1266,5950.5,71.57,3.76,19.86,41.13,5,0,0.28,Low,0
cbd32419-11e2-43d4-9066-c1aab557158b,Pump,Warehouse 1,2022-03-03,2024-05-28,2024-08-04,1261,6249.2,79.91,1.45,19.75,37.51,2,1,1.35,High,0
b801e2d9-affa-4260-afd5-9da8a2d9f191,Elevator,Warehouse 2,2024-06-26,2024-11-01,2024-12-26,415,5128.1,68.19,4.26,16.74,48.62,1,1,0.15,Low,0
084fa11e-4e64-49b6-9a33-fc780e203e53,Pump,Building A,2023-07-07,2024-05-06,2024-07-14,770,4547.69,50.76,0.62,23.8,71.7,2,0,1.31,Low,0
39a999d2-0792-439d-96e7-422a82623b81,Generator,Building C,2023-02-12,2024-01-30,2024-03-20,915,4736.68,70.97,6.6,19.89,72.15,1,1,0.79,Medium,0
9f55ada0-8978-478c-8ca7-55875236bab7,Boiler,Warehouse 1,2024-06-09,2025-02-16,2025-07-20,432,4123.68,75.38,2.6,19.57,34.71,1,0,1.68,Medium,0
109185b6-477b-4310-a3d6-9f5f47347c8e,Elevator,Building C,2024-08-11,2025-04-21,2025-09-09,369,5988.88,81.23,2.26,17.78,36.27,2,0,5.5,Medium,0
3ee39cef-d5a0-4c7a-b9a9-f669f9ec65e7,HVAC,Warehouse 1,2021-04-16,2022-07-25,2022-08-31,1582,5059.63,68.53,4.05,21.97,72.85,2,0,0.17,Low,0
d1b05c0c-eded-49f0-be3c-b4a650e024b1,HVAC,Building C,2022-01-22,2023-07-24,2023-10-24,1301,5114.53,84.5,2.7,26.59,68.61,2,1,0.12,Low,0
b777cb9d-9132-49e1-8c23-c51dc5b7491f,Elevator,Building B,2021-04-29,2023-11-23,2024-03-29,1569,4348.58,70.16,2.52,22.12,88.55,1,0,3.12,Low,0
df502323-09b3-4d0c-a26b-b781007c4744,Boiler,Building B,2021-07-21,2024-02-05,2024-07-01,1486,4975.65,96.42,5.59,22.18,43.71,3,1,2.28,Medium,1
80918528-5185-4e3d-9beb-94a9d1215a7c,Pump,Building C,2023-05-02,2023-09-06,2024-01-27,836,4742.62,58.31,3.6,23.24,74.56,1,1,0.93,High,0
bf54d3e4-8075-4c50-9643-26a7158bef59,Generator,Warehouse 1,2023-05-21,2024-05-15,2024-08-30,817,5224.45,85.47,5.53,17.71,59.2,3,0,1.79,High,1
307f96d5-1832-4ae7-9da8-db610f06fae9,Pump,Building A,2021-07-28,2023-11-04,2024-04-29,1479,6476.54,88.8,2.06,21.98,72.95,1,1,0.54,High,0
efe477a3-5050-4df1-9ccd-4114048730a8,Generator,Building A,2024-07-14,2025-03-13,2025-06-21,397,4974.45,86.73,3.82,18.15,56.72,1,0,1.8,Low,0
47fa0a7a-3e64-4b4f-87df-2552b3048343,HVAC,Warehouse 2,2023-08-09,2025-03-20,2025-07-01,737,4637.56,63.8,1.06,25.8,76.41,0,0,7.0,Medium,0
7d8adaf2-a1e9-46fd-b676-ddd4ab50f2ca,Generator,Building B,2023-03-04,2024-08-22,2024-10-26,895,3444.1,72.28,-0.14,21.27,79.73,1,0,1.92,High,0
2a41ddf9-98fa-4381-bee5-84f49d8d0b42,HVAC,Building C,2023-10-12,2023-11-03,2024-03-05,673,4161.61,80.21,4.27,26.11,58.48,4,0,0.24,Low,0
1b89b182-90d7-4398-8825-c36c61c7d2bf,Generator,Building C,2023-08-12,2023-12-14,2024-02-15,734,4928.4,74.63,4.09,20.26,32.36,0,1,1.2,Low,0
